IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.7.13,8880,8880,false,SIN,Asia Pacific,Singapore,30,6.46
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.46
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,105,6.46
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,6.46
8.210.250.120,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,6.46
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.45
47.245.38.233,8080,8080,false,NRT,Asia Pacific,Tokyo,112,6.45
47.251.74.226,80,80,false,LAX,North America,Los Angeles,393,6.45
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,17,6.45
47.236.123.218,8443,8443,true,SIN,Asia Pacific,Singapore,164,6.45
47.74.53.105,2052,2052,false,NRT,Asia Pacific,Tokyo,69,6.45
47.245.53.101,2052,2052,false,NRT,Asia Pacific,Tokyo,92,6.45
47.74.23.99,2087,2087,true,NRT,Asia Pacific,Tokyo,87,6.45
47.74.49.62,2052,2052,false,NRT,Asia Pacific,Tokyo,70,6.45
47.236.202.221,80,80,false,SIN,Asia Pacific,Singapore,17,6.45
47.236.17.165,8880,8880,false,SIN,Asia Pacific,Singapore,43,6.44
47.245.37.29,80,80,false,NRT,Asia Pacific,Tokyo,75,6.44
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,10,6.44
8.209.243.172,2082,2082,false,NRT,Asia Pacific,Tokyo,106,6.43
47.245.39.49,80,80,false,HKG,Asia Pacific,Hong Kong,382,6.43
47.245.42.210,2083,2083,true,NRT,Asia Pacific,Tokyo,170,6.43
47.245.110.13,2052,2052,false,SIN,Asia Pacific,Singapore,9,6.43
47.236.169.15,8443,8443,true,SIN,Asia Pacific,Singapore,110,6.43
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,6.43
8.218.110.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,6.43
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.43
47.74.36.154,2096,2096,true,NRT,Asia Pacific,Tokyo,90,6.43
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,6.43
8.222.190.225,2096,2096,true,SIN,Asia Pacific,Singapore,139,6.43
8.222.138.164,80,80,false,SIN,Asia Pacific,Singapore,11,6.43
47.74.52.104,2052,2052,false,NRT,Asia Pacific,Tokyo,218,6.43
47.74.11.9,8443,8443,true,NRT,Asia Pacific,Tokyo,249,6.42
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,89,6.42
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.42
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,6.42
47.245.37.41,2052,2052,false,NRT,Asia Pacific,Tokyo,70,6.42
47.236.7.206,80,80,false,SIN,Asia Pacific,Singapore,35,6.42
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,6.41
8.222.160.61,2053,2053,true,SIN,Asia Pacific,Singapore,58,6.41
47.74.36.154,8443,8443,true,NRT,Asia Pacific,Tokyo,86,6.41
47.74.16.255,8443,8443,true,NRT,Asia Pacific,Tokyo,135,6.41
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,48,6.41
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,6.41
47.91.10.228,8880,8880,false,NRT,Asia Pacific,Tokyo,226,6.40
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,6.40
47.245.54.197,8080,8080,false,NRT,Asia Pacific,Tokyo,76,6.40
47.237.9.179,2053,2053,true,HKG,Asia Pacific,Hong Kong,188,6.40
47.236.156.14,8443,8443,true,SIN,Asia Pacific,Singapore,105,6.40
47.245.58.250,8080,0,false,NRT,Asia Pacific,Tokyo,213,6.40
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,6.40
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,131,6.40
47.245.37.89,2053,2053,true,NRT,Asia Pacific,Tokyo,462,6.40
8.219.55.31,2053,2053,true,NRT,Asia Pacific,Tokyo,174,6.40
47.236.244.37,2082,2082,false,SIN,Asia Pacific,Singapore,41,6.39
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,138,6.39
47.74.13.239,2096,2096,true,NRT,Asia Pacific,Tokyo,376,6.39
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,6.39
47.236.15.121,2096,2096,true,SIN,Asia Pacific,Singapore,132,6.39
47.236.12.73,2096,2096,true,SIN,Asia Pacific,Singapore,102,6.39
47.245.111.171,2087,2087,true,SIN,Asia Pacific,Singapore,39,6.39
47.236.29.235,2087,2087,true,SIN,Asia Pacific,Singapore,69,6.39
47.236.11.84,2082,2082,false,SIN,Asia Pacific,Singapore,23,6.39
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,6.39
8.222.211.124,8080,8080,false,SIN,Asia Pacific,Singapore,12,6.39
47.74.53.105,2095,2095,false,NRT,Asia Pacific,Tokyo,70,6.39
8.222.129.32,8880,8880,false,SIN,Asia Pacific,Singapore,21,6.38
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,67,6.38
47.74.11.9,2095,2095,false,NRT,Asia Pacific,Tokyo,162,6.38
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,6.38
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,6.38
47.245.82.208,2086,2086,false,SIN,Asia Pacific,Singapore,10,6.38
47.74.11.251,2083,2083,true,NRT,Asia Pacific,Tokyo,332,6.38
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,28,6.37
47.245.7.212,8443,8443,true,NRT,Asia Pacific,Tokyo,308,6.37
47.236.150.109,8443,8443,true,SIN,Asia Pacific,Singapore,91,6.37
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.37
47.236.7.211,80,80,false,SIN,Asia Pacific,Singapore,17,6.37
47.74.0.183,8880,8880,false,NRT,Asia Pacific,Tokyo,276,6.36
47.236.7.13,2082,2082,false,SIN,Asia Pacific,Singapore,22,6.36
47.74.34.38,80,80,false,NRT,Asia Pacific,Tokyo,243,6.36
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,67,6.36
8.222.136.196,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,6.36
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.36
8.222.255.15,2052,2052,false,SIN,Asia Pacific,Singapore,26,6.36
8.219.6.157,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.36
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,162,6.36
8.222.130.137,2087,2087,true,HKG,Asia Pacific,Hong Kong,131,6.36
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,151,6.36
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,89,6.35
8.222.224.163,2082,2082,false,SIN,Asia Pacific,Singapore,26,6.35
47.91.3.179,80,0,false,NRT,Asia Pacific,Tokyo,73,6.35
8.218.156.91,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,6.35
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,115,6.35
8.209.222.232,2082,2082,false,SIN,Asia Pacific,Singapore,183,6.35
47.245.26.167,8443,8443,true,NRT,Asia Pacific,Tokyo,129,6.35
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,103,6.35
8.219.152.195,2096,2096,true,SIN,Asia Pacific,Singapore,76,6.34
47.74.36.154,8080,8080,false,NRT,Asia Pacific,Tokyo,279,6.34
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,158,6.34
8.222.249.98,2087,2087,true,SIN,Asia Pacific,Singapore,91,6.34
47.245.31.0,2052,2052,false,NRT,Asia Pacific,Tokyo,108,6.34
47.236.202.221,8880,8880,false,SIN,Asia Pacific,Singapore,8,6.34
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,86,6.34
8.219.153.237,2095,2095,false,NRT,Asia Pacific,Tokyo,80,6.34
47.74.42.111,2086,2086,false,NRT,Asia Pacific,Tokyo,71,6.34
47.74.15.80,2053,2053,true,NRT,Asia Pacific,Tokyo,98,6.34
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,76,6.34
47.245.108.213,2087,2087,true,SIN,Asia Pacific,Singapore,97,6.33
47.245.2.231,8443,8443,true,NRT,Asia Pacific,Tokyo,119,6.33
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,6.33
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,12,6.32
8.219.167.113,2087,2087,true,SIN,Asia Pacific,Singapore,132,6.32
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,115,6.32
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,73,6.32
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,6.32
47.74.34.162,2086,2086,false,NRT,Asia Pacific,Tokyo,70,6.32
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,32,6.32
47.245.53.50,2095,0,false,NRT,Asia Pacific,Tokyo,74,6.32
8.219.167.65,80,80,false,SIN,Asia Pacific,Singapore,19,6.31
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,114,6.31
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.31
8.222.130.137,80,80,false,SIN,Asia Pacific,Singapore,36,6.31
47.74.5.150,2052,2052,false,NRT,Asia Pacific,Tokyo,81,6.31
8.222.252.123,2096,2096,true,SIN,Asia Pacific,Singapore,73,6.31
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.31
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,6.30
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,6.30
47.236.7.211,2086,2086,false,SIN,Asia Pacific,Singapore,16,6.30
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,6.30
47.74.40.13,80,80,false,NRT,Asia Pacific,Tokyo,131,6.30
47.245.113.75,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.30
8.219.121.24,2095,2095,false,SIN,Asia Pacific,Singapore,8,6.30
47.236.206.153,2083,2083,true,SIN,Asia Pacific,Singapore,118,6.30
8.219.87.34,443,443,true,SIN,Asia Pacific,Singapore,106,6.30
47.245.118.197,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.30
47.236.125.4,2095,2095,false,SIN,Asia Pacific,Singapore,37,6.29
47.236.192.198,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.29
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.29
8.209.214.157,2082,2082,false,NRT,Asia Pacific,Tokyo,86,6.29
47.245.42.210,2083,2083,true,NRT,Asia Pacific,Tokyo,291,6.29
47.245.57.109,8880,8880,false,NRT,Asia Pacific,Tokyo,187,6.29
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,6.29
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,3,6.29
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,56,6.29
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,43,6.29
8.219.65.191,2087,2087,true,SIN,Asia Pacific,Singapore,86,6.29
8.219.134.117,2082,2082,false,SIN,Asia Pacific,Singapore,18,6.29
47.236.150.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,6.28
47.245.41.84,8443,8443,true,NRT,Asia Pacific,Tokyo,221,6.28
47.245.38.233,2053,2053,true,NRT,Asia Pacific,Tokyo,99,6.28
47.236.206.153,2053,2053,true,SIN,Asia Pacific,Singapore,113,6.28
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.28
47.245.37.94,2095,2095,false,NRT,Asia Pacific,Tokyo,75,6.28
8.222.221.86,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.28
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,6.28
47.245.118.197,2096,2096,true,SIN,Asia Pacific,Singapore,49,6.28
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,6.28
47.74.10.110,8880,8880,false,NRT,Asia Pacific,Tokyo,209,6.28
8.219.137.50,2087,2087,true,SIN,Asia Pacific,Singapore,81,6.27
47.245.37.98,80,80,false,NRT,Asia Pacific,Tokyo,86,6.27
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,18,6.27
8.222.168.155,8880,8880,false,SIN,Asia Pacific,Singapore,6,6.27
47.245.4.22,2096,2096,true,HKG,Asia Pacific,Hong Kong,385,6.27
8.219.121.87,8080,8080,false,SIN,Asia Pacific,Singapore,18,6.27
47.237.3.57,8880,8880,false,SIN,Asia Pacific,Singapore,20,6.27
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,6.27
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,6.27
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,6.26
47.236.119.253,2096,2096,true,SIN,Asia Pacific,Singapore,143,6.26
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,6.26
47.245.40.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,186,6.26
47.74.6.16,2087,2087,true,NRT,Asia Pacific,Tokyo,101,6.26
47.236.83.196,2083,2083,true,SIN,Asia Pacific,Singapore,92,6.26
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,73,6.25
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,6.25
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,124,6.25
8.222.211.124,8443,8443,true,SIN,Asia Pacific,Singapore,146,6.25
8.219.196.117,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.24
8.219.74.35,2053,2053,true,SIN,Asia Pacific,Singapore,92,6.24
47.237.5.164,2083,2083,true,SIN,Asia Pacific,Singapore,177,6.24
47.236.12.73,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.24
47.236.150.109,2053,2053,true,SIN,Asia Pacific,Singapore,188,6.24
47.237.80.66,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.24
47.74.39.194,2086,2086,false,NRT,Asia Pacific,Tokyo,71,6.24
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,132,6.24
47.74.14.85,2082,2082,false,NRT,Asia Pacific,Tokyo,301,6.24
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,6.24
47.236.39.34,2096,2096,true,SIN,Asia Pacific,Singapore,87,6.24
47.91.31.235,2087,2087,true,NRT,Asia Pacific,Tokyo,75,6.23
8.219.210.226,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.23
47.237.22.45,2095,2095,false,SIN,Asia Pacific,Singapore,29,6.23
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.23
8.218.105.223,2083,2083,true,HKG,Asia Pacific,Hong Kong,105,6.23
8.222.187.107,2083,2083,true,SIN,Asia Pacific,Singapore,73,6.23
8.219.139.86,2096,2096,true,SIN,Asia Pacific,Singapore,137,6.23
47.236.7.206,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.23
47.245.33.163,2096,2096,true,NRT,Asia Pacific,Tokyo,301,6.22
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,67,6.22
47.245.37.41,8880,8880,false,NRT,Asia Pacific,Tokyo,338,6.22
47.74.5.233,8443,8443,true,NRT,Asia Pacific,Tokyo,249,6.22
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,118,6.22
47.236.224.66,8080,8080,false,SIN,Asia Pacific,Singapore,41,6.22
47.74.42.17,2087,2087,true,NRT,Asia Pacific,Tokyo,70,6.22
47.74.16.255,8880,8880,false,NRT,Asia Pacific,Tokyo,169,6.22
47.236.65.11,2087,2087,true,SIN,Asia Pacific,Singapore,74,6.22
47.236.7.246,2083,2083,true,SIN,Asia Pacific,Singapore,154,6.22
8.209.248.161,2096,2096,true,NRT,Asia Pacific,Tokyo,259,6.22
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,136,6.22
47.74.49.62,80,80,false,NRT,Asia Pacific,Tokyo,302,6.22
8.219.174.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,6.21
8.210.250.120,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,6.21
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,66,6.21
47.245.41.69,8880,8880,false,NRT,Asia Pacific,Tokyo,87,6.20
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,161,6.20
47.74.46.84,80,80,false,NRT,Asia Pacific,Tokyo,78,6.20
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,6.20
47.237.80.66,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.20
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,6.20
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.20
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,10,6.20
47.236.10.182,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,6.20
47.237.3.57,8443,8443,true,SIN,Asia Pacific,Singapore,197,6.20
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,23,6.20
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,21,6.20
47.74.27.151,2095,2095,false,NRT,Asia Pacific,Tokyo,72,6.19
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,76,6.19
8.219.106.15,2052,2052,false,HKG,Asia Pacific,Hong Kong,66,6.19
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,82,6.19
47.74.54.145,2083,2083,true,NRT,Asia Pacific,Tokyo,80,6.19
47.237.22.84,8880,8880,false,SIN,Asia Pacific,Singapore,17,6.19
47.236.145.180,8443,8443,true,SIN,Asia Pacific,Singapore,141,6.18
47.245.113.12,2053,2053,true,SIN,Asia Pacific,Singapore,19,6.18
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,99,6.18
47.236.31.73,2053,2053,true,SIN,Asia Pacific,Singapore,109,6.18
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,78,6.18
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,107,6.18
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,10,6.18
47.74.49.62,2096,2096,true,NRT,Asia Pacific,Tokyo,281,6.18
8.222.147.203,8443,8443,true,SIN,Asia Pacific,Singapore,107,6.17
8.222.155.242,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.17
8.219.126.3,2087,2087,true,SIN,Asia Pacific,Singapore,89,6.17
8.222.152.71,80,80,false,SIN,Asia Pacific,Singapore,42,6.17
47.245.126.151,80,80,false,HKG,Asia Pacific,Hong Kong,39,6.17
47.236.15.121,8080,8080,false,SIN,Asia Pacific,Singapore,21,6.17
47.245.39.49,2096,2096,true,SIN,Asia Pacific,Singapore,412,6.17
8.219.77.111,2082,2082,false,NRT,Asia Pacific,Tokyo,74,6.17
8.222.229.22,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.16
8.222.167.8,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.16
8.222.154.227,2086,2086,false,SIN,Asia Pacific,Singapore,22,6.16
47.236.79.87,2053,2053,true,SIN,Asia Pacific,Singapore,101,6.16
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,31,6.16
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,6.16
47.236.79.87,2083,2083,true,SIN,Asia Pacific,Singapore,70,6.16
8.219.90.32,2086,2086,false,SIN,Asia Pacific,Singapore,20,6.16
47.245.56.207,2096,2096,true,NRT,Asia Pacific,Tokyo,262,6.15
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,6.15
47.237.3.57,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.15
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,109,6.15
8.222.252.123,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.15
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,6.15
47.245.34.36,2052,2052,false,NRT,Asia Pacific,Tokyo,208,6.15
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,157,6.15
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,38,6.14
8.222.229.22,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.14
47.236.29.235,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.14
47.236.96.141,2086,2086,false,SIN,Asia Pacific,Singapore,18,6.14
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.14
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.14
47.245.111.171,2052,2052,false,SIN,Asia Pacific,Singapore,5,6.13
47.245.12.179,2087,2087,true,NRT,Asia Pacific,Tokyo,116,6.13
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,6.13
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,20,6.13
47.245.55.99,2052,2052,false,NRT,Asia Pacific,Tokyo,254,6.13
8.210.192.93,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,6.13
47.74.18.121,8443,8443,true,NRT,Asia Pacific,Tokyo,127,6.13
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,45,6.13
8.222.159.252,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.13
8.219.93.85,2095,2095,false,SIN,Asia Pacific,Singapore,7,6.13
47.236.104.123,8880,8880,false,SIN,Asia Pacific,Singapore,21,6.12
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,16,6.12
8.219.152.195,2087,2087,true,SIN,Asia Pacific,Singapore,99,6.12
8.219.99.8,8443,8443,true,SIN,Asia Pacific,Singapore,74,6.12
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,57,6.12
47.236.97.254,8880,8880,false,SIN,Asia Pacific,Singapore,11,6.12
8.222.188.56,2083,2083,true,SIN,Asia Pacific,Singapore,131,6.11
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.11
47.245.54.197,2095,2095,false,NRT,Asia Pacific,Tokyo,77,6.11
47.236.106.37,2052,2052,false,SIN,Asia Pacific,Singapore,21,6.11
47.245.62.84,8880,0,false,NRT,Asia Pacific,Tokyo,317,6.11
8.222.240.47,2096,2096,true,SIN,Asia Pacific,Singapore,85,6.11
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,6.11
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,59,6.10
8.222.190.225,2083,2083,true,SIN,Asia Pacific,Singapore,117,6.10
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,116,6.10
8.218.18.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,6.10
8.222.140.87,2087,2087,true,SIN,Asia Pacific,Singapore,117,6.10
47.236.97.58,2096,2096,true,SIN,Asia Pacific,Singapore,123,6.10
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.10
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,6.09
8.222.214.13,443,443,true,SIN,Asia Pacific,Singapore,84,6.09
47.236.82.218,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.09
47.243.173.187,2052,2052,false,SIN,Asia Pacific,Singapore,78,6.09
47.91.21.149,2087,2087,true,NRT,Asia Pacific,Tokyo,85,6.09
8.219.152.195,8443,8443,true,SIN,Asia Pacific,Singapore,89,6.09
47.245.7.212,80,80,false,NRT,Asia Pacific,Tokyo,75,6.08
47.245.41.169,2095,2095,false,NRT,Asia Pacific,Tokyo,73,6.08
47.236.79.77,2052,2052,false,SIN,Asia Pacific,Singapore,37,6.08
8.222.227.191,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.08
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,26,6.08
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,83,6.08
8.222.190.225,80,80,false,SIN,Asia Pacific,Singapore,2,6.08
47.236.163.95,8080,8080,false,SIN,Asia Pacific,Singapore,24,6.08
47.74.13.66,2095,2095,false,NRT,Asia Pacific,Tokyo,189,6.08
47.236.224.66,2083,2083,true,SIN,Asia Pacific,Singapore,181,6.08
47.245.37.89,8880,8880,false,NRT,Asia Pacific,Tokyo,325,6.08
47.74.11.251,8443,8443,true,NRT,Asia Pacific,Tokyo,341,6.07
47.236.169.236,2082,2082,false,SIN,Asia Pacific,Singapore,35,6.07
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,16,6.07
47.236.96.141,2053,2053,true,SIN,Asia Pacific,Singapore,164,6.07
8.219.94.44,8443,8443,true,SIN,Asia Pacific,Singapore,78,6.07
8.222.172.23,8080,8080,false,SIN,Asia Pacific,Singapore,15,6.07
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,69,6.07
47.245.55.235,2082,2082,false,NRT,Asia Pacific,Tokyo,74,6.07
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,6.07
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,6.07
8.222.154.227,2082,2082,false,SIN,Asia Pacific,Singapore,22,6.07
47.74.13.200,8880,8880,false,NRT,Asia Pacific,Tokyo,82,6.06
8.209.242.25,2082,2082,false,NRT,Asia Pacific,Tokyo,259,6.06
8.222.160.61,2052,2052,false,SIN,Asia Pacific,Singapore,11,6.06
47.245.37.12,2082,2082,false,NRT,Asia Pacific,Tokyo,77,6.06
47.245.84.155,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.06
47.243.107.148,443,443,true,HKG,Asia Pacific,Hong Kong,72,6.06
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,89,6.06
47.74.27.211,2053,2053,true,NRT,Asia Pacific,Tokyo,103,6.06
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,6.05
8.219.188.162,2083,2083,true,SIN,Asia Pacific,Singapore,157,6.05
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,36,6.05
47.91.14.69,8080,8080,false,NRT,Asia Pacific,Tokyo,75,6.05
47.245.34.36,2086,2086,false,NRT,Asia Pacific,Tokyo,79,6.05
47.74.43.24,2087,2087,true,NRT,Asia Pacific,Tokyo,122,6.05
8.222.229.22,8880,8880,false,SIN,Asia Pacific,Singapore,3,6.05
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,62,6.04
47.74.16.67,2096,2096,true,NRT,Asia Pacific,Tokyo,109,6.04
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,23,6.04
47.76.146.1,443,443,true,HKG,Asia Pacific,Hong Kong,54,6.04
47.236.171.20,8080,8080,false,SIN,Asia Pacific,Singapore,14,6.04
47.237.23.162,8880,8880,false,SIN,Asia Pacific,Singapore,12,6.04
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,66,6.03
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,6.03
8.222.129.32,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.03
47.237.19.161,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.03
47.245.57.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,375,6.03
8.218.207.169,443,443,true,HKG,Asia Pacific,Hong Kong,70,6.03
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,56,6.03
