IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.221.109,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.43
8.219.129.38,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,12.43
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,21,12.43
47.236.88.181,8443,8443,true,SIN,Asia Pacific,Singapore,161,12.43
47.74.49.62,2096,2096,true,NRT,Asia Pacific,Tokyo,303,12.42
47.236.74.20,2086,2086,false,SIN,Asia Pacific,Singapore,26,12.42
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,156,12.42
47.74.41.87,8080,8080,false,NRT,Asia Pacific,Tokyo,72,12.42
8.222.209.223,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.42
8.222.240.47,2086,2086,false,SIN,Asia Pacific,Singapore,4,12.42
8.219.206.180,8080,8080,false,SIN,Asia Pacific,Singapore,24,12.42
8.219.253.18,2082,2082,false,SIN,Asia Pacific,Singapore,11,12.42
47.245.42.162,2086,2086,false,NRT,Asia Pacific,Tokyo,88,12.41
47.74.27.151,2086,2086,false,NRT,Asia Pacific,Tokyo,101,12.41
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,74,12.41
47.74.54.33,2096,2096,true,NRT,Asia Pacific,Tokyo,119,12.41
47.74.4.47,2086,2086,false,NRT,Asia Pacific,Tokyo,97,12.41
8.222.141.240,8080,8080,false,SIN,Asia Pacific,Singapore,16,12.41
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,12,12.41
8.222.221.90,2087,2087,true,SIN,Asia Pacific,Singapore,123,12.41
47.236.125.4,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.41
47.236.161.110,2082,2082,false,SIN,Asia Pacific,Singapore,44,12.40
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.40
47.74.14.85,2096,2096,true,NRT,Asia Pacific,Tokyo,227,12.40
47.74.39.194,2053,2053,true,NRT,Asia Pacific,Tokyo,107,12.40
47.236.7.206,80,80,false,HKG,Asia Pacific,Hong Kong,73,12.40
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.40
8.222.140.185,8443,8443,true,SIN,Asia Pacific,Singapore,74,12.40
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,15,12.40
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,135,12.39
8.222.130.156,2052,2052,false,SIN,Asia Pacific,Singapore,28,12.39
8.219.89.201,2095,2095,false,SIN,Asia Pacific,Singapore,4,12.39
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,146,12.39
8.219.70.117,80,80,false,SIN,Asia Pacific,Singapore,35,12.39
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,112,12.38
47.236.207.133,2083,2083,true,SIN,Asia Pacific,Singapore,134,12.38
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,36,12.38
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,23,12.38
8.222.236.229,2082,2082,false,SIN,Asia Pacific,Singapore,4,12.37
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,162,12.37
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,61,12.37
8.219.147.58,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.36
47.245.11.62,2096,2096,true,NRT,Asia Pacific,Tokyo,137,12.36
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.36
8.222.202.163,2096,2096,true,SIN,Asia Pacific,Singapore,79,12.36
8.219.248.170,8880,8880,false,SIN,Asia Pacific,Singapore,19,12.36
47.245.52.240,2086,2086,false,NRT,Asia Pacific,Tokyo,87,12.36
47.245.29.64,8080,8080,false,NRT,Asia Pacific,Tokyo,79,12.36
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,78,12.35
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,138,12.35
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,150,12.35
8.217.239.116,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,12.34
8.219.84.102,443,443,true,SIN,Asia Pacific,Singapore,106,12.34
47.74.43.95,8443,8443,true,NRT,Asia Pacific,Tokyo,213,12.34
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,95,12.34
8.219.171.6,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.34
8.219.240.141,2083,2083,true,SIN,Asia Pacific,Singapore,115,12.34
8.219.77.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,12.34
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,93,12.34
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,88,12.34
47.74.10.135,2082,2082,false,NRT,Asia Pacific,Tokyo,78,12.33
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,13,12.33
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,11,12.33
47.74.7.51,2053,2053,true,NRT,Asia Pacific,Tokyo,87,12.33
8.222.144.117,2086,2086,false,SIN,Asia Pacific,Singapore,20,12.33
8.209.214.222,2095,2095,false,NRT,Asia Pacific,Tokyo,74,12.33
47.245.102.156,8080,8080,false,SIN,Asia Pacific,Singapore,5,12.33
8.219.86.200,2096,2096,true,SIN,Asia Pacific,Singapore,63,12.33
47.237.22.45,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,12.33
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,20,12.33
47.74.10.110,2095,2095,false,NRT,Asia Pacific,Tokyo,260,12.33
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,23,12.33
47.245.54.197,2082,2082,false,NRT,Asia Pacific,Tokyo,75,12.32
47.236.116.26,2053,2053,true,SIN,Asia Pacific,Singapore,63,12.32
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,79,12.32
47.236.88.134,2082,2082,false,SIN,Asia Pacific,Singapore,26,12.32
47.236.106.37,2087,2087,true,SIN,Asia Pacific,Singapore,101,12.31
47.236.17.165,2096,2096,true,SIN,Asia Pacific,Singapore,101,12.31
47.245.33.56,2096,2096,true,NRT,Asia Pacific,Tokyo,368,12.30
47.236.163.95,2052,2052,false,SIN,Asia Pacific,Singapore,26,12.29
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,80,12.29
47.245.37.94,2095,2095,false,NRT,Asia Pacific,Tokyo,347,12.29
47.74.46.84,2082,2082,false,NRT,Asia Pacific,Tokyo,291,12.29
8.222.198.105,8443,8443,true,SIN,Asia Pacific,Singapore,88,12.29
47.236.39.34,2086,2086,false,SIN,Asia Pacific,Singapore,27,12.28
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,92,12.27
8.222.168.234,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.27
47.245.55.99,8880,8880,false,NRT,Asia Pacific,Tokyo,75,12.27
8.209.252.13,2053,2053,true,NRT,Asia Pacific,Tokyo,297,12.27
8.209.240.229,2087,2087,true,NRT,Asia Pacific,Tokyo,325,12.27
8.222.134.170,2083,2083,true,SIN,Asia Pacific,Singapore,90,12.27
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,124,12.27
8.222.133.247,8443,8443,true,SIN,Asia Pacific,Singapore,87,12.27
8.222.164.209,443,443,true,SIN,Asia Pacific,Singapore,86,12.26
47.236.74.20,2082,2082,false,SIN,Asia Pacific,Singapore,72,12.26
8.222.212.116,2052,2052,false,SIN,Asia Pacific,Singapore,26,12.26
8.219.157.97,2095,2095,false,SIN,Asia Pacific,Singapore,177,12.26
8.222.202.163,2052,2052,false,SIN,Asia Pacific,Singapore,28,12.26
8.222.212.116,2083,2083,true,SIN,Asia Pacific,Singapore,105,12.26
47.74.43.24,2095,2095,false,NRT,Asia Pacific,Tokyo,277,12.26
8.219.242.131,8880,8880,false,SIN,Asia Pacific,Singapore,15,12.26
8.219.197.111,2083,2083,true,SIN,Asia Pacific,Singapore,140,12.26
47.74.13.200,2096,2096,true,NRT,Asia Pacific,Tokyo,239,12.25
8.219.81.50,8443,8443,true,SIN,Asia Pacific,Singapore,147,12.25
8.219.84.214,443,443,true,SIN,Asia Pacific,Singapore,109,12.25
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.25
47.236.207.133,2096,2096,true,SIN,Asia Pacific,Singapore,59,12.24
8.222.252.150,443,443,true,SIN,Asia Pacific,Singapore,122,12.24
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,20,12.24
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,16,12.24
8.222.238.141,2082,2082,false,SIN,Asia Pacific,Singapore,9,12.24
47.236.150.109,2095,2095,false,SIN,Asia Pacific,Singapore,32,12.24
8.219.250.239,2082,2082,false,SIN,Asia Pacific,Singapore,32,12.24
47.236.65.232,2086,2086,false,SIN,Asia Pacific,Singapore,13,12.24
8.219.204.120,80,80,false,SIN,Asia Pacific,Singapore,12,12.23
47.236.65.11,80,80,false,SIN,Asia Pacific,Singapore,26,12.23
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,56,12.23
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.23
47.236.104.98,8443,8443,true,SIN,Asia Pacific,Singapore,58,12.23
47.74.15.117,2087,2087,true,NRT,Asia Pacific,Tokyo,327,12.22
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,94,12.22
47.236.97.58,80,80,false,SIN,Asia Pacific,Singapore,18,12.22
8.222.236.229,8443,8443,true,SIN,Asia Pacific,Singapore,65,12.22
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,52,12.22
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,121,12.22
47.245.37.94,2087,2087,true,NRT,Asia Pacific,Tokyo,301,12.21
8.222.209.223,443,443,true,SIN,Asia Pacific,Singapore,80,12.21
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,144,12.21
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,75,12.21
47.236.244.37,8443,8443,true,SIN,Asia Pacific,Singapore,121,12.21
8.222.240.47,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.21
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,72,12.21
8.219.75.44,2086,2086,false,SIN,Asia Pacific,Singapore,9,12.21
8.222.130.137,2082,2082,false,SIN,Asia Pacific,Singapore,22,12.21
8.219.61.52,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.21
8.219.156.148,2087,2087,true,SIN,Asia Pacific,Singapore,105,12.21
47.237.9.59,8443,8443,true,SIN,Asia Pacific,Singapore,101,12.21
47.236.88.85,8880,8880,false,SIN,Asia Pacific,Singapore,26,12.21
47.236.184.14,2083,2083,true,SIN,Asia Pacific,Singapore,181,12.21
47.236.65.11,8080,8080,false,SIN,Asia Pacific,Singapore,7,12.20
8.222.221.197,8080,8080,false,SIN,Asia Pacific,Singapore,13,12.20
47.245.55.94,80,0,false,NRT,Asia Pacific,Tokyo,75,12.20
47.237.9.179,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,12.20
47.74.54.145,2087,2087,true,NRT,Asia Pacific,Tokyo,164,12.20
8.222.221.86,8080,8080,false,SIN,Asia Pacific,Singapore,5,12.19
8.219.56.205,2086,2086,false,SIN,Asia Pacific,Singapore,40,12.19
8.222.128.131,2082,2082,false,SIN,Asia Pacific,Singapore,7,12.19
47.237.5.164,2052,2052,false,SIN,Asia Pacific,Singapore,25,12.19
47.236.204.152,2052,2052,false,SIN,Asia Pacific,Singapore,16,12.19
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,30,12.19
47.91.10.241,2087,0,true,NRT,Asia Pacific,Tokyo,72,12.18
8.219.77.111,2082,2082,false,NRT,Asia Pacific,Tokyo,85,12.18
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,74,12.18
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,82,12.18
47.245.14.160,2053,2053,true,NRT,Asia Pacific,Tokyo,96,12.18
47.236.97.254,2052,2052,false,SIN,Asia Pacific,Singapore,21,12.18
8.219.170.58,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.18
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,147,12.18
8.222.221.109,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.18
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,189,12.18
8.219.101.72,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.17
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,108,12.17
47.74.8.238,8443,8443,true,NRT,Asia Pacific,Tokyo,274,12.17
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,12.17
8.219.40.255,2087,2087,true,SIN,Asia Pacific,Singapore,61,12.17
8.222.224.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.16
8.222.129.245,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.16
47.74.11.251,8880,8880,false,NRT,Asia Pacific,Tokyo,306,12.16
47.236.114.23,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.16
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,6,12.16
47.74.26.131,80,80,false,NRT,Asia Pacific,Tokyo,84,12.16
47.74.49.62,80,80,false,NRT,Asia Pacific,Tokyo,72,12.16
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,4,12.15
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,14,12.15
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,189,12.15
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,15,12.14
47.236.166.76,2053,2053,true,SIN,Asia Pacific,Singapore,201,12.14
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,99,12.14
8.222.224.163,2087,2087,true,SIN,Asia Pacific,Singapore,95,12.14
8.209.255.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,189,12.14
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,81,12.14
47.236.171.112,2087,2087,true,SIN,Asia Pacific,Singapore,170,12.14
8.219.61.52,8443,8443,true,SIN,Asia Pacific,Singapore,54,12.14
47.74.52.188,2095,2095,false,NRT,Asia Pacific,Tokyo,73,12.14
8.222.211.124,8880,8880,false,SIN,Asia Pacific,Singapore,27,12.14
47.74.54.33,8443,8443,true,NRT,Asia Pacific,Tokyo,123,12.13
8.209.252.13,2083,2083,true,NRT,Asia Pacific,Tokyo,76,12.13
8.219.78.222,2087,2087,true,SIN,Asia Pacific,Singapore,93,12.13
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,171,12.12
8.219.251.81,8880,8880,false,SIN,Asia Pacific,Singapore,19,12.12
47.236.104.123,8443,8443,true,SIN,Asia Pacific,Singapore,56,12.12
47.245.59.133,2082,2082,false,NRT,Asia Pacific,Tokyo,90,12.12
47.236.15.121,2095,2095,false,SIN,Asia Pacific,Singapore,24,12.12
47.91.16.198,80,80,false,NRT,Asia Pacific,Tokyo,189,12.12
8.219.186.189,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.11
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,12.11
47.236.119.253,2053,2053,true,SIN,Asia Pacific,Singapore,134,12.11
8.222.248.188,80,80,false,SIN,Asia Pacific,Singapore,5,12.11
8.219.188.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,147,12.11
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,112,12.11
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,12,12.11
47.245.30.65,2096,2096,true,NRT,Asia Pacific,Tokyo,299,12.11
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,122,12.10
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,22,12.10
47.245.41.84,80,80,false,NRT,Asia Pacific,Tokyo,346,12.10
47.236.82.218,2052,2052,false,SIN,Asia Pacific,Singapore,27,12.10
8.219.170.223,2082,2082,false,SIN,Asia Pacific,Singapore,12,12.10
8.219.79.74,2096,2096,true,SIN,Asia Pacific,Singapore,123,12.09
47.236.104.123,2087,2087,true,SIN,Asia Pacific,Singapore,44,12.09
8.219.184.92,8443,8443,true,SIN,Asia Pacific,Singapore,62,12.09
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,61,12.09
8.219.250.70,8443,8443,true,SIN,Asia Pacific,Singapore,106,12.09
8.219.242.208,2095,2095,false,SIN,Asia Pacific,Singapore,39,12.09
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,12.09
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,156,12.09
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,139,12.08
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,38,12.08
47.74.15.120,8080,8080,false,NRT,Asia Pacific,Tokyo,263,12.08
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,155,12.07
47.91.16.198,8880,8880,false,NRT,Asia Pacific,Tokyo,75,12.07
8.219.178.225,8080,8080,false,SIN,Asia Pacific,Singapore,11,12.07
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,11,12.07
8.222.229.102,80,80,false,SIN,Asia Pacific,Singapore,5,12.07
47.236.224.66,2086,2086,false,SIN,Asia Pacific,Singapore,35,12.07
8.219.72.50,8880,8880,false,SIN,Asia Pacific,Singapore,27,12.06
8.219.230.254,2083,2083,true,SIN,Asia Pacific,Singapore,94,12.06
47.236.103.153,2086,2086,false,SIN,Asia Pacific,Singapore,18,12.06
47.74.36.154,8880,8880,false,NRT,Asia Pacific,Tokyo,188,12.06
8.219.66.156,443,443,true,NRT,Asia Pacific,Tokyo,150,12.05
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,91,12.05
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,12.05
8.222.214.13,80,80,false,HKG,Asia Pacific,Hong Kong,61,12.05
47.245.54.140,2083,2083,true,NRT,Asia Pacific,Tokyo,102,12.05
47.236.78.57,2096,2096,true,SIN,Asia Pacific,Singapore,103,12.05
47.74.5.233,2082,2082,false,NRT,Asia Pacific,Tokyo,68,12.05
8.219.228.30,2052,2052,false,SIN,Asia Pacific,Singapore,11,12.05
8.219.249.148,2083,2083,true,SIN,Asia Pacific,Singapore,92,12.04
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,72,12.04
47.245.82.78,8080,8080,false,SIN,Asia Pacific,Singapore,17,12.04
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,138,12.04
8.219.73.188,2083,2083,true,SIN,Asia Pacific,Singapore,186,12.04
8.219.51.49,2087,2087,true,SIN,Asia Pacific,Singapore,136,12.04
8.219.209.14,2096,2096,true,SIN,Asia Pacific,Singapore,119,12.04
47.74.5.233,80,80,false,NRT,Asia Pacific,Tokyo,351,12.04
47.236.193.5,2053,2053,true,SIN,Asia Pacific,Singapore,156,12.04
47.74.41.136,2095,2095,false,NRT,Asia Pacific,Tokyo,84,12.03
47.236.76.199,80,80,false,SIN,Asia Pacific,Singapore,8,12.03
8.222.219.252,8880,8880,false,SIN,Asia Pacific,Singapore,6,12.03
47.236.202.221,8080,8080,false,SIN,Asia Pacific,Singapore,13,12.03
47.74.27.151,2053,2053,true,NRT,Asia Pacific,Tokyo,346,12.03
47.245.80.39,2095,2095,false,SIN,Asia Pacific,Singapore,6,12.03
47.74.11.9,2096,2096,true,NRT,Asia Pacific,Tokyo,103,12.03
8.222.198.105,2052,2052,false,SIN,Asia Pacific,Singapore,3,12.03
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,14,12.03
8.219.245.187,8080,8080,false,SIN,Asia Pacific,Singapore,19,12.02
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,25,12.02
47.245.53.50,80,80,false,NRT,Asia Pacific,Tokyo,81,12.02
8.219.157.97,443,443,true,SIN,Asia Pacific,Singapore,118,12.02
8.222.147.203,2095,2095,false,SIN,Asia Pacific,Singapore,17,12.01
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,11,12.01
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,15,12.01
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,127,12.01
47.236.65.177,2053,2053,true,SIN,Asia Pacific,Singapore,106,12.01
8.219.73.21,80,80,false,SIN,Asia Pacific,Singapore,8,12.01
8.219.154.107,2053,2053,true,SIN,Asia Pacific,Singapore,85,12.01
8.209.241.128,2087,2087,true,NRT,Asia Pacific,Tokyo,159,12.01
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,58,12.01
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,133,12.00
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,121,12.00
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,22,12.00
8.222.219.252,8880,8880,false,SIN,Asia Pacific,Singapore,3,12.00
8.209.243.137,2095,2095,false,NRT,Asia Pacific,Tokyo,296,12.00
47.74.9.174,2082,2082,false,NRT,Asia Pacific,Tokyo,242,12.00
47.236.172.41,2053,2053,true,SIN,Asia Pacific,Singapore,126,12.00
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,11,11.99
47.236.233.166,2053,2053,true,SIN,Asia Pacific,Singapore,147,11.99
8.219.148.161,8443,8443,true,SIN,Asia Pacific,Singapore,105,11.99
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,15,11.99
8.219.90.87,2086,2086,false,SIN,Asia Pacific,Singapore,15,11.99
47.245.113.117,2082,0,false,SIN,Asia Pacific,Singapore,5,11.99
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,128,11.98
47.236.19.51,2096,2096,true,SIN,Asia Pacific,Singapore,85,11.98
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,25,11.98
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,18,11.98
8.209.240.227,2082,2082,false,NRT,Asia Pacific,Tokyo,307,11.98
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,16,11.98
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,90,11.98
8.219.110.88,8443,8443,true,HKG,Asia Pacific,Hong Kong,201,11.98
47.74.18.121,2096,2096,true,NRT,Asia Pacific,Tokyo,305,11.97
8.219.240.141,8080,8080,false,SIN,Asia Pacific,Singapore,16,11.97
8.219.210.226,2086,2086,false,SIN,Asia Pacific,Singapore,17,11.97
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,104,11.97
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,77,11.97
47.245.111.171,8443,8443,true,SIN,Asia Pacific,Singapore,20,11.97
8.222.138.175,2086,2086,false,SIN,Asia Pacific,Singapore,11,11.97
8.219.90.87,8880,8880,false,SIN,Asia Pacific,Singapore,7,11.97
8.219.110.88,2053,2053,true,HKG,Asia Pacific,Hong Kong,133,11.97
8.222.253.235,8880,8880,false,SIN,Asia Pacific,Singapore,3,11.97
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,4,11.97
47.245.41.69,2096,2096,true,NRT,Asia Pacific,Tokyo,163,11.96
8.219.78.222,8080,8080,false,SIN,Asia Pacific,Singapore,30,11.96
47.74.0.183,80,80,false,NRT,Asia Pacific,Tokyo,303,11.96
47.236.145.85,2096,2096,true,SIN,Asia Pacific,Singapore,121,11.96
47.245.86.18,2082,2082,false,SIN,Asia Pacific,Singapore,15,11.96
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,17,11.96
47.245.14.160,8080,8080,false,NRT,Asia Pacific,Tokyo,122,11.96
8.222.214.13,2053,2053,true,HKG,Asia Pacific,Hong Kong,115,11.96
47.236.94.109,80,80,false,SIN,Asia Pacific,Singapore,31,11.95
47.236.161.110,2096,2096,true,SIN,Asia Pacific,Singapore,179,11.95
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,105,11.95
8.219.199.220,443,443,true,SIN,Asia Pacific,Singapore,47,11.95
47.245.12.62,2086,2086,false,NRT,Asia Pacific,Tokyo,239,11.95
8.218.18.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,11.95
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,22,11.94
8.222.198.105,8443,8443,true,SIN,Asia Pacific,Singapore,110,11.94
8.222.210.182,8443,8443,true,SIN,Asia Pacific,Singapore,67,11.94
8.222.202.163,2086,2086,false,SIN,Asia Pacific,Singapore,4,11.94
8.219.6.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,11.94
47.245.10.164,2087,2087,true,NRT,Asia Pacific,Tokyo,91,11.94
8.222.227.191,8880,8880,false,SIN,Asia Pacific,Singapore,7,11.94
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,26,11.94
8.222.169.182,2087,2087,true,SIN,Asia Pacific,Singapore,151,11.93
8.219.242.131,8080,8080,false,SIN,Asia Pacific,Singapore,8,11.93
47.245.11.108,2095,2095,false,NRT,Asia Pacific,Tokyo,287,11.93
8.222.128.131,2083,2083,true,SIN,Asia Pacific,Singapore,132,11.93
47.236.198.189,2053,2053,true,SIN,Asia Pacific,Singapore,105,11.92
47.74.14.85,80,80,false,NRT,Asia Pacific,Tokyo,73,11.92
47.245.107.174,2096,2096,true,SIN,Asia Pacific,Singapore,33,11.92
8.219.77.91,8880,8880,false,SIN,Asia Pacific,Singapore,16,11.92
47.236.116.208,2087,2087,true,SIN,Asia Pacific,Singapore,96,11.91
47.236.204.152,2083,2083,true,SIN,Asia Pacific,Singapore,90,11.91
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,86,11.91
47.236.144.156,2053,2053,true,HKG,Asia Pacific,Hong Kong,205,11.91
47.74.26.132,2095,2095,false,NRT,Asia Pacific,Tokyo,75,11.91
47.245.54.140,2096,2096,true,NRT,Asia Pacific,Tokyo,148,11.90
47.236.193.5,8443,8443,true,SIN,Asia Pacific,Singapore,146,11.90
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,29,11.90
8.222.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,34,11.89
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,130,11.89
8.219.153.44,2082,2082,false,SIN,Asia Pacific,Singapore,14,11.89
47.236.76.199,2082,2082,false,SIN,Asia Pacific,Singapore,37,11.89
8.222.229.102,2095,2095,false,SIN,Asia Pacific,Singapore,18,11.88
8.219.154.107,2096,2096,true,SIN,Asia Pacific,Singapore,158,11.88
8.219.196.24,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.88
8.222.140.87,2052,2052,false,SIN,Asia Pacific,Singapore,109,11.88
8.219.230.254,8080,8080,false,SIN,Asia Pacific,Singapore,20,11.88
